PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
213952587,19215831,22,2019-10-22T19:46:00,"Forbes Ave & Seneca St Pittsburgh, PA 15219",Y,Bluff,2,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308 Investigation by Police Officers / 4703 Operation of Vehicle without Official Certif. of Inspection / 4703 Operation of Vehicle without Official Certif. of Inspection / 1301 Registration and Certificate of Title Required. / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1371 Operation Following Suspension of Registration. / 1376 Surrender of Reg. Upon Susp. or Revocation. / 1786 Required Financial Responsibility. / 3709 Dep. Waste and Other Material  / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4730 Violations of Use of Certificate of Inspection. / 4730 Violations of Use of Certificate of Inspection. / 4107(b)(2) Vehicle Equipment Standards / 4107(b)(2) Vehicle Equipment Standards / 7122 Altered, Forged or Counterfeit Documents and Plates / 3112 Traffic-Control Signals.",103,6,3,-79.9759572340314,40.4372694581007
213954371,19215906,23,2019-10-22T21:57:00,"Cedar Ave & Virgin Way Pittsburgh, PA 15212",Y,Allegheny Center,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2204,1,1,-80.0015927720424,40.4529927399831
213963936,19210485,0,2019-10-15T14:14:00,"1300 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715,1,1,-80.0302691717884,40.4692307933161
-3325000556,19216523,6,2019-10-23T20:24:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.8923529450752,40.4861185015656
214025765,19216658,0,2019-10-24T00:39:00,"East St & Royal St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): putting down injured deer,2620,1,1,-79.9997499383579,40.4659857433645
213694187,19211895,10,2019-10-17T11:58:00,"1000 Block Benton Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2708,1,1,-80.0338790644292,40.4880682948161
213695656,19212537,18,2019-10-18T09:28:00,"1000 Block Benton Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount,2708,1,1,-80.0338790644292,40.4880682948161
213774511,19213667,99,2019-10-19T20:11:00,"600 Block Lenora St Pittsburgh, PA 15206",N,Larimer,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1204,9,2,-79.9129006276542,40.4673083882002
213792899,19214184,27,2019-10-20T15:33:00,"Zulema St & Bates St Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.9561186053356,40.4359536737892
213793623,19213869,23,2019-10-20T02:03:00,"E Carson St & S 14th St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 601.16 Public Urination And Defecation,1702,3,3,-79.9841490514312,40.42880715024
213938603,19215689,0,2019-10-22T17:05:00,"3300 Block Iowa St Pittsburgh, PA 15219",N,Upper Hill,2,99,9994 PFA Service,506,6,3,-79.95694304369,40.4514507528397
213665459,19193647,5,2019-10-17T19:00:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",Y,East Hills,5,BURGLARY,3502 Burglary. / 2706 Terroristic Threats.,1306,9,2,-79.871328586779,40.4566162367709
213741561,19213151,5,2019-10-19T01:40:00,"900 Block N Highland Ave Pittsburgh, PA 15206",N,Highland Park,5,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,1106,7,2,-79.9199753257348,40.4712503525642
213745278,19213160,18,2019-10-19T03:30:00,"Noblestown Rd & Obey Ave Pittsburgh, PA 15220",Y,Elliott,6,STOLEN PROPERTY - OTHER,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2020,2,5,-80.0494679436623,40.4380830071368
-3180001524,19213337,99,2019-10-18T20:26:00,"3600 Block Allendale Cir Pittsburgh, PA 15204",N,Sheraden,6,FOUND PROPERTY,9489 Found Property,2022,2,5,-80.0645673443027,40.4592973310726
213777867,19213882,0,2019-10-20T02:25:00,"General Robinson St W Pittsburgh, PA 15212",Y,North Shore,1,99,9999 9999 - (Misc. Incident): ,2205,,,0,0
213782098,19213469,99,2019-10-19T14:47:00,"3400 Block Shadeland Ave Pittsburgh, PA 15212",N,Brighton Heights,1,GAMBLING INVESTIGATION,9130 Graffiti Investigation,2703,1,1,-80.0333266992372,40.4773529472444
213783265,19213997,99,2019-10-20T08:25:00,"900 Block Watson St Pittsburgh, PA 15219",Y,Bluff,2,AIDED CASE,9497 Aided Case,103,6,6,-79.9917707041067,40.4384049595166
213793561,19214190,14,2019-10-20T01:54:00,"60 Block Gregory St Pittsburgh, PA 15203",N,South Side Slopes,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1706,3,3,-79.9793431897187,40.4237466530216
213796324,19214318,10,2019-10-20T01:00:00,"Mexico St & Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief. / 903 Criminal Conspiracy.,2701,1,1,-80.0418079760655,40.479899606717
213585110,19211300,6,2019-10-16T15:42:00,"5500 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",709,7,2,-79.9364623699551,40.4565877817342
213593108,19211371,10,2019-10-16T14:50:00,"6900 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood West,5,SIMPLE ASSAULT,2701 Simple Assault.,1207,,,0,0
213599789,19211511,6,2019-10-16T20:15:00,"1800 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.9802691087542,40.4284868409739
213638460,19211870,0,2019-10-17T11:08:00,"2400 Block Edgar St Pittsburgh, PA 15210",N,Carrick,3,99,7728 Accidents and Accident Reports.,2904,4,3,-79.9837939757483,40.3863459288912
-3308002710,19211917,6,2019-10-17T12:25:00,"2600 Block E Carson St Pittsburgh, PA 15203",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,3,3,-79.9682421893291,40.4272789740558
213651908,19211998,26,2019-10-15T07:00:00,"900 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.9931846836602,40.4350718181921
213768755,19213585,6,2019-10-19T06:30:00,"6300 Block Jackson St Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle,1106,7,2,-79.9159668152987,40.4702096207484
213789375,19213628,23,2019-10-19T19:20:00,"400 Block Art Rooney Ave Pittsburgh, PA 15212",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2205,,,0,0
213789569,19213639,23,2019-10-19T19:40:00,"400 Block Art Rooney Ave Pittsburgh, PA 15212",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2205,,,0,0
214079465,19216968,10,2019-10-22T08:00:00,"2100 Block Koerner Ave Pittsburgh, PA 15214",N,Perry South,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2614,6,1,-80.0105823622413,40.4644724553885
214096534,19217125,15,2019-10-24T17:29:00,"Bedford Brg & Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 6110.2 Possesion of Firearm with Altered Mfg. Number / 6110.1 Possesion of Firearm by Minor,509,6,3,-79.9746234202074,40.4498121771878
214120681,19217510,5,2019-10-25T06:30:00,"800 Block Morewood Ave Pittsburgh, PA 15213",N,Shadyside,4,BURGLARY,3502 Burglary.,709,8,2,-79.9426212597307,40.4484592308176
213782741,19210450,26,2019-10-19T08:30:00,"900 Block Watson St Pittsburgh, PA 15219",Y,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.9917707041067,40.4384049595166
213782874,19214003,0,2019-10-19T13:00:00,Zone 2,N,,2,99,9999 9999 - (Misc. Incident): Sexually Violent Predator (Community Notification),,,,,
213795813,19214260,18,2019-10-20T18:00:00,"Charles St & Grimes Ave Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs.,3001,3,5,-79.9930903402082,40.4165265819662
213847404,19214826,14,2019-10-21T13:48:00,"1100 Block Highwood St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,CRIM MISCHIEF,3304 Criminal Mischief.,2715,1,1,-80.0252643858697,40.4683522212454
213874426,19215134,99,2019-10-21T20:20:00,"1500 Block Orangewood Ave Pittsburgh, PA 15216",N,Beechview,6,AIDED CASE,9497 Aided Case,1916,4,5,-80.0185436041295,40.4121020456681
214012131,19216259,6,2019-10-23T12:52:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",Y,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck / 4914 False Identification to Law Enforcement Authorities,708,,,0,0
214095017,19217093,18,2019-10-24T16:43:00,"800 Block Suismon St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2304,1,1,-79.9973225141308,40.4557815855315
214099659,19217132,10,2019-10-24T17:37:00,"Pemberton St & Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3736 Reckless Driving,2708,1,1,-80.0346167594807,40.4820979127594
214101127,19217131,10,2019-10-24T18:05:00,"1200 Block Success St Pittsburgh, PA 15212",N,California-Kirkbride,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises,2507,6,1,-80.0254518238389,40.4627559452648
213669220,19209815,27,2019-10-14T16:15:00,"Allegheny River Blvd & Washington Blvd Pittsburgh, PA 15147",Y,Lincoln-Lemington-Belmar,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1201,7,2,-79.9078496292392,40.4842769808723
213672074,19212228,99,2019-10-17T20:45:00,"2200 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,AIDED CASE,9497 Aided Case,2022,,,0,0
213779061,19213928,21,2019-10-20T03:39:00,"2100 Block S 18th St Pittsburgh, PA 15203",Y,South Side Slopes,3,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,1706,3,3,-79.9816249529641,40.4211317673874
213796691,19214291,0,2019-10-20T18:03:00,"Seneca St & Watson St Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.9759233690989,40.4377135683106
213797861,19214339,0,2019-10-20T19:18:00,"Penn Ave & S Braddock Ave Pittsburgh, PA 15221",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): ,1406,9,3,-79.8951649869709,40.4471406664877
213799078,19214327,99,2019-10-20T18:53:00,"5300 Block Aiken Ct Pittsburgh, PA 15224",N,Stanton Heights,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1005,,,0,0
213800285,19214467,10,2019-10-20T22:29:00,"1900 Block Lowrie St Pittsburgh, PA 15212",Y,Troy Hill,1,SIMPLE ASSAULT,2701 Simple Assault.,2406,1,1,-79.9811975833752,40.4657408596982
213675212,19212277,0,2019-10-17T21:47:00,"900 Block Chartiers Ave Pittsburgh, PA 15220",Y,Elliott,6,99,9998 Overdose Other,2020,2,5,-80.0396862307786,40.4434777498736
213719364,19212598,99,2019-10-18T14:55:00,"200 Block Chesterfield Rd Pittsburgh, PA 15213",Y,West Oakland,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),402,8,3,-79.9627968413083,40.440405925871
213737116,19212999,6,2019-10-18T21:19:00,"2800 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2904,4,3,-79.9775325525589,40.3834499866782
213740925,19213049,4,2019-10-18T22:30:00,"600 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,AGG-ASSAULT,2702 Aggravated Assault. / 607.03 Discharging Firearm or Airgun,201,6,6,-79.9994765276478,40.4421288537323
213741142,19213092,27,2019-10-19T00:25:00,"Eckert St & Mullins St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.0322577566612,40.4712638807006
213741824,19213097,4,2019-10-19T00:34:00,"4500 Block Friendship Ave Pittsburgh, PA 15224",N,Bloomfield,5,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,903,7,2,-79.9521339707306,40.4658033300561
-3308002781,19213430,10,2019-10-19T13:24:00,"200 Block Sprucewood St Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief. / 5511 Cruelty to Animals. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2902,4,3,-79.9853686091482,40.3986015791041
213878682,19215214,14,2019-10-21T22:50:00,"80 Block Clarion St Pittsburgh, PA 15207",N,Hazelwood,4,CRIM MISCHIEF,3304 Criminal Mischief.,1515,5,3,-79.9344495417488,40.4138649406663
213906813,19215433,26,2019-10-22T11:00:00,"300 Block Lafayette Ave Pittsburgh, PA 15214",Y,Perry South,1,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,2614,6,1,-80.0078523873922,40.4653067400433
213912164,19215432,26,2019-10-22T11:30:00,"2100 Block Spring St Pittsburgh, PA 15210",N,Arlington,3,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,1603,3,3,-79.9776340712379,40.416934963711
214172814,19218306,6,2019-10-26T05:49:00,"4500 Block Rosina Way Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,903,,,0,0
214190173,19218411,14,2019-10-26T10:50:00,"200 Block Alice St Pittsburgh, PA 15210",Y,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,,,0,0
214190857,19218426,10,2019-10-26T11:20:00,"100 Block The Boulevard Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2902,4,3,-79.9885327676151,40.400913424534
214197590,19218533,6,2019-10-26T14:00:00,"800 Block S Aiken Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,703,8,2,-79.9360818311935,40.4507367993887
213763926,19213476,6,2019-10-18T22:00:00,"1000 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2020,2,5,-80.0406106283708,40.4442082382811
213804268,19214500,3,2019-10-21T00:01:00,"2000 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,ROBBERY,3701 Robbery.,103,6,3,-79.9775329065649,40.4380106868591
213863431,19214073,0,2019-10-20T11:44:00,"Mayflower St & Lowell St Pittsburgh, PA 15206",Y,Larimer,5,99,1543 Driving While Operating Privilege is Suspended or Revoked. / 1511 Carrying and Exhibiting Driver's License on Demand. / 1574 Permitting Unauthorized Person to Drive. / 4524 Windshield Obstructions and Wipers.,1208,9,2,-79.9125335166583,40.4612379911515
213864602,19214089,99,2019-10-20T12:05:00,"Stanton Ave & Mellon St Pittsburgh, PA 15206",Y,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1102,9,2,-79.9249570870901,40.4710648922365
214107594,19217371,10,2019-10-25T00:59:00,"100 Block 7th St Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 2710 Ethnic Intimidation. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201,6,6,-80.000996797488,40.4441447479242
214189336,19218387,24,2019-10-26T10:45:00,"East Ohio St & East St Pittsburgh, PA 15212",Y,East Allegheny,1,OBSTRUCT HIGHWAYS/PUB PASSAGES,5507 Obstructing Highways and Passages.,2304,1,1,-79.9978630758095,40.4539898712231
214192136,19218446,5,2019-10-26T08:00:00,"6100 Block Walnut St Pittsburgh, PA 15206",N,Shadyside,4,BURGLARY,3502 Burglary.,706,8,2,-79.9241969301771,40.4545983780474
213932045,19215597,27,2019-10-22T14:48:00,"1600 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2703,1,1,-80.0395881701921,40.4804414413854
213941771,19215691,6,2019-10-22T15:45:00,"300 Block Craft Ave Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,409,3,3,-79.9613530522747,40.4353578534006
213942325,19215744,6,2019-10-22T17:50:00,"6100 Block Spirit St Pittsburgh, PA 15206",N,East Liberty,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1115,8,2,-79.9235312106605,40.4596095610586
213943685,19215754,27,2019-10-22T17:35:00,"200 Block 4th Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,,,-79.8853415446299,40.3884689003287
213944505,19215772,10,2019-10-22T00:01:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,HARRASSMENT,2709 Harassment (Non-Specific),509,6,3,-79.9738397090324,40.4509833047534
213989870,19216216,10,2019-10-23T11:36:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT,2709 Harassment (Non-Specific),2901,4,3,-79.9865235535491,40.3931998334253
213992651,19216253,10,2019-10-23T12:50:00,"1400 Block Centre Ave Pittsburgh,  15219",Y,North Oakland,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 9498 302 (Mental),403,,,-79.8796553236592,40.4461196784598
214102201,19217244,99,2019-10-24T20:13:00,"600 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,MENTAL 201/302,9498 302 (Mental),2020,2,5,-80.0385026174147,40.4456149976212
-3343007016,19213480,6,2019-10-19T14:45:00,"700 Block S Braddock Ave Pittsburgh, PA 15221",N,Regent Square,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1410,,,-79.8349571399219,40.3984735088311
213767564,19213524,5,2019-10-19T14:31:00,"300 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,3001,3,5,-79.9883627708382,40.4142974620647
213779367,19213927,14,2019-10-20T03:35:00,"1500 Block 5th Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,305,6,3,-79.9850250905646,40.4385395980229
-3320003161,19213649,18,2019-10-19T20:10:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3714 Careless Driving,1203,9,2,-79.9086166765251,40.4703056329977
213787707,19214082,6,2019-10-20T06:38:00,"3400 Block Denny St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 9489 Found Property,603,7,2,-79.9660054496883,40.4616981836813
213831079,19214701,10,2019-10-19T01:10:00,"200 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief.,2205,1,1,-80.0088808419878,40.4552322935161
213688160,19212244,10,2019-10-17T21:20:00,"200 Block Station Square Dr W Pittsburgh, PA 15219",Y,South Shore,3,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 3503(b)(1)(i) Actual Communication,1921,2,5,-80.0054598352509,40.4340001363728
213691628,19212515,9,2019-10-17T22:00:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze,4,FORGERY,4101 Forgery.,1406,9,3,-79.8951355743265,40.4471228791488
213721363,19212746,14,2019-10-18T11:30:00,"100 Block 43rd St Pittsburgh, PA 15201",N,Central Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,901,7,2,-79.9639234994252,40.4728743674429
213768978,19213559,0,2019-10-19T17:43:00,"4600 Block Baum Blvd Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): Crash,507,6,3,-79.9533009566207,40.4539944518384
213794189,19212373,0,2019-10-18T01:30:00,"1700 Block Wrights Way Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,3,3,-79.9819655495836,40.429317364612
213871916,19215035,99,2019-10-21T18:40:00,"900 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,AIDED CASE,9497 Aided Case,2708,1,1,-80.0266157606016,40.481711740996
-3354001648,19216625,99,2019-10-23T22:54:00,"800 Block Morewood Ave Pittsburgh, PA 15213",N,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),709,8,2,-79.9426212597307,40.4484592308176
214203631,19218671,27,2019-10-26T18:32:00,"Saw Mill Run Blvd & Maytide St Pittsburgh, PA 15210",N,Overbrook,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3204,4,5,-79.9950850672782,40.3847155716283
213688562,19211278,0,2019-10-16T14:55:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,99,9998 Overdose Other,2304,1,1,-80.0009078039902,40.4508935599436
213720658,19212772,99,2019-10-17T21:00:00,"6000 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,FOUND PROPERTY,9489 Found Property,1115,9,2,-79.9247104221077,40.4611889439979
213783281,19213465,6,2019-10-19T15:50:00,"2000 Block Dartmore St Pittsburgh, PA 15210",N,Overbrook,3,THEFT FROM AUTO,3934 Theft from Vehicle,3204,4,5,-79.9965011390126,40.3929194143155
213796285,19214258,6,2019-10-20T16:30:00,"Knox Ave & Orchard Pl Pittsburgh, PA 15210",Y,Knoxville,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701 Simple Assault. / 908 Prohibited Offensive Weapons.,3001,3,5,-79.9906960690904,40.4180736815516
213799185,19214385,26,2019-10-20T20:45:00,"Meadow St & Lenora St Pittsburgh, PA 15206",Y,Larimer,5,RETALIATION FOR PAST OFF ACTION,4703 Operation of Vehicle without Official Certif. of Inspection / 627.02(b)(i) Possessing a small amount of marijuana / 1301 Registration and Certificate of Title Required.,1204,9,2,-79.9154610143765,40.4661476096451
213890149,19210833,10,2019-10-15T21:25:00,"1300 Block Singer Pl Pittsburgh, PA 15221",Y,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1115,,,-79.8819424579659,40.4466277722679
-3180001707,19215776,14,2019-10-22T18:30:00,"2900 Block Sussex Ave Pittsburgh, PA ",N,Brookline,6,CRIM MISCHIEF,3304 Criminal Mischief. / 2707 Propulsion of Missiles ,1918,4,5,-80.0172598111994,40.3870859631909
213951348,19215763,10,2019-10-22T18:30:00,"Strawberry Way & Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT,2709(a) Harassment.,201,6,6,-79.9987998327963,40.4427239633948
213989948,19216236,27,2019-10-23T11:00:00,"4500 Block Penn Ave Pittsburgh, PA 15201",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,903,,,0,0
214147518,19217793,27,2019-10-25T15:15:00,"Riverview Ave & Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2602,1,1,-80.0146625579142,40.4843617627846
214150213,19217832,27,2019-10-25T16:30:00,"34th St & Mulberry Way Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,7,2,-79.9677206391655,40.4628791942991
214151439,19217875,27,2019-10-25T12:00:00,"38th St & Butler St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,7,2,-79.9642779986545,40.4668628253982
214152450,19217880,6,2019-10-25T14:00:00,"60 Block Bates St Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,409,3,3,-79.9582868440387,40.4330133138517
214152656,19217888,6,2019-10-25T17:15:00,"2300 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2902,4,3,-79.9855231716653,40.3890572692795
214154259,19217898,6,2019-10-25T17:00:00,"1200 Block Kunkle Way Pittsburgh, PA 15212",N,California-Kirkbride,1,THEFT FROM AUTO,3934 Theft from Vehicle,2507,6,1,-80.0243209118823,40.4603721827731
214157294,19218018,27,2019-10-25T20:30:00,"Highland Park Brg & Highland Park Brg Ramp Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1106,7,2,-79.9133147805923,40.4865177215326
214158617,19218041,11,2019-10-25T15:00:00,"5200 Block Duncan St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,THEFT BY DECEPTION,3922 Theft by Deception.,1011,7,2,-79.9511928223412,40.4782834572214
213761472,19213402,0,2019-10-19T12:56:00,"2100 Block Bedford Ave Pittsburgh, PA 15219",N,Middle Hill,2,99,9994 PFA Service,501,6,3,-79.9806857398547,40.4470578842206
213868876,19214935,17,2019-10-21T13:31:00,Zone 1,Y,,1,INDECENT ASSAULT,3126 Indecent Assault. / 3127 Indecent Exposure. / 5901 Open Lewdness. / 601.16 Public Urination And Defecation,,,,,
213874267,19215103,6,2019-10-21T20:10:00,"200 Block Schenley Dr Pittsburgh, PA 15213",N,Homewood South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1304,8,3,-79.9370104615363,40.4397910716192
213885057,19215284,29,2019-10-22T02:17:00,"2300 Block High Oak Dr Pittsburgh, PA 15220",N,Banksville,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2023,2,5,-80.0442133862132,40.404179360246
